DATE,AWND,PRCP,SNOW,TMAX,TMIN
4/5/2017,3.36,0,0,65,45
4/6/2017,9.17,0.73,0,53,40
4/7/2017,10.51,0,0,51,40
4/8/2017,8.28,0,0,57,40
4/9/2017,4.92,0,0,67,45
4/10/2017,6.04,0,0,74,53
4/11/2017,5.59,0,0,80,61
4/12/2017,2.91,0.02,0,76,58
4/13/2017,5.14,0,0,65,48
4/14/2017,3.8,0,0,66,48
4/15/2017,5.59,0,0,65,51
4/16/2017,7.38,0,0,87,59
4/17/2017,6.71,0,0,74,58
4/18/2017,6.93,0,0,65,47
4/19/2017,5.59,0,0,54,45
4/20/2017,4.03,0.17,0,66,50
4/21/2017,7.38,0.29,0,53,48
4/22/2017,3.58,0.11,0,57,49
4/23/2017,4.92,0,0,66,46
4/24/2017,3.58,0,0,60,48
4/25/2017,13.2,0.91,0,54,49
4/26/2017,4.92,0.34,0,60,53
4/27/2017,2.91,0,0,70,57
4/28/2017,3.13,0,0,85,58
4/29/2017,5.14,0.06,0,85,64
4/30/2017,6.71,0,0,67,52
5/1/2017,5.14,0,0,74,49
5/2/2017,7.83,0,0,75,62
5/3/2017,8.28,0,0,65,51
5/4/2017,5.37,0,0,64,47
5/5/2017,6.49,3.02,0,59,51
5/6/2017,6.04,0.18,0,67,52
5/7/2017,5.59,0.01,0,56,47
5/8/2017,5.82,0,0,57,44
5/9/2017,4.47,0,0,63,47
5/10/2017,3.36,0,0,63,49
5/11/2017,3.58,0,0,62,51
5/12/2017,4.03,0,0,65,48
5/13/2017,7.61,1.61,0,53,45
5/14/2017,5.37,0.02,0,67,46
5/15/2017,8.95,0,0,68,53
5/16/2017,4.25,0,0,79,56
5/17/2017,5.59,0,0,90,65
5/18/2017,5.59,0,0,92,75
5/19/2017,6.26,0,0,91,66
5/20/2017,4.03,0.01,0,65,55
5/21/2017,4.03,0,0,69,52
5/22/2017,2.68,0.59,0,61,53
5/23/2017,2.24,0,0,69,56
5/24/2017,4.92,0.04,0,69,56
5/25/2017,8.05,0.58,0,59,56
5/26/2017,4.92,0.1,0,73,56
5/27/2017,3.13,0,0,71,59
5/28/2017,4.47,0,0,71,58
5/29/2017,5.14,0.13,0,61,56
5/30/2017,2.68,0.06,0,60,55
5/31/2017,2.46,0.03,0,75,58
6/1/2017,3.8,0,0,79,59
6/2/2017,4.47,0.01,0,76,57
6/3/2017,3.58,0.01,0,73,55
6/4/2017,2.24,0.09,0,70,56
6/5/2017,4.92,0.02,0,67,58
6/6/2017,7.16,0.06,0,58,52
6/7/2017,3.36,0,0,67,51
6/8/2017,3.8,0,0,69,55
6/9/2017,4.7,0,0,80,53
6/10/2017,3.58,0,0,85,66
6/11/2017,5.14,0,0,90,72
6/12/2017,3.8,0,0,93,76
6/13/2017,3.13,0,0,94,77
6/14/2017,4.7,0.29,0,84,69
6/15/2017,4.25,0,0,76,64
6/16/2017,5.14,0,0,68,63
6/17/2017,2.24,1.39,0,74,66
6/18/2017,3.58,0,0,85,70
6/19/2017,3.8,1.35,0,88,70
6/20/2017,5.14,0.03,0,83,71
6/21/2017,4.7,0,0,83,71
6/22/2017,2.24,0,0,83,68
6/23/2017,4.92,0.04,0,83,76
6/24/2017,5.37,1.29,0,84,71
6/25/2017,2.46,0,0,83,68
6/26/2017,3.13,0,0,79,64
6/27/2017,3.58,0.18,0,77,60
6/28/2017,4.92,0,0,78,61
6/29/2017,5.37,0,0,82,68
6/30/2017,5.82,0,0,88,73
7/1/2017,4.03,0.23,0,85,71
7/2/2017,4.92,0,0,87,72
7/3/2017,1.79,0.45,0,88,71
7/4/2017,2.68,0,0,85,70
7/5/2017,4.92,0,0,85,70
7/6/2017,3.58,0,0,77,71
7/7/2017,5.37,1.78,0,80,68
7/8/2017,3.36,0,0,84,69
7/9/2017,3.58,0,0,81,67
7/10/2017,3.36,0,0,84,68
7/11/2017,3.13,0,0,85,75
7/12/2017,5.14,0,0,88,77
7/13/2017,4.92,0,0,90,73
7/14/2017,4.7,0.35,0,73,65
7/15/2017,3.36,0,0,84,68
7/16/2017,2.68,0,0,87,68
7/17/2017,2.68,0,0,85,73
7/18/2017,2.91,0,0,88,73
7/19/2017,3.13,0,0,92,77
7/20/2017,2.91,0.01,0,94,77
7/21/2017,3.8,0,0,92,76
7/22/2017,2.46,0.57,0,92,71
7/23/2017,2.68,0.06,0,79,71
7/24/2017,6.71,0.74,0,73,63
7/25/2017,5.14,0,0,71,62
7/26/2017,3.8,0,0,77,65
7/27/2017,2.46,0,0,78,65
7/28/2017,2.91,0,0,85,71
7/29/2017,9.4,0,0,77,67
7/30/2017,4.25,0,0,82,64
7/31/2017,2.01,0,0,88,66
8/1/2017,2.68,0,0,92,71
8/2/2017,1.57,0.09,0,86,69
8/3/2017,1.79,0,0,87,68
8/4/2017,4.25,0.15,0,84,69
8/5/2017,4.47,0.3,0,78,69
8/6/2017,3.8,0,0,76,64
8/7/2017,2.46,0.76,0,71,64
8/8/2017,2.91,0,0,78,65
8/9/2017,1.34,0,0,85,64
8/10/2017,2.24,0,0,83,68
8/11/2017,2.68,0,0,82,69
8/12/2017,3.36,0.11,0,77,64
8/13/2017,3.8,0,0,83,71
8/14/2017,2.24,0,0,80,70
8/15/2017,1.12,0.45,0,74,68
8/16/2017,2.24,0,0,87,70
8/17/2017,3.13,0,0,83,69
8/18/2017,3.36,0.88,0,82,73
8/19/2017,2.91,0,0,86,73
8/20/2017,4.47,0,0,81,69
8/21/2017,3.36,0,0,87,71
8/22/2017,5.14,0.3,0,89,72
8/23/2017,4.03,0,0,81,70
8/24/2017,3.13,0,0,80,65
8/25/2017,2.46,0,0,78,63
8/26/2017,3.8,0,0,78,62
8/27/2017,4.47,0,0,78,63
8/28/2017,6.26,0,0,76,63
8/29/2017,2.01,0,0,87,67
8/30/2017,4.03,0.13,0,90,72
8/31/2017,4.47,0,0,91,76
9/1/2017,2.24,0,0,90,76
9/2/2017,1.79,0,0,91,74
9/3/2017,2.01,0,0,93,74
9/4/2017,6.93,0,0,85,72
9/5/2017,4.03,0,0,83,67
9/6/2017,1.34,0,0,87,65
9/7/2017,4.25,0,0,92,70
9/8/2017,4.92,0,0,97,76
9/9/2017,3.8,0,0,90,76
9/10/2017,6.26,1.58,0,79,70
9/11/2017,5.14,0,0,81,66
9/12/2017,4.25,0.29,0,79,69
9/13/2017,6.26,0.04,0,80,62
9/14/2017,6.49,0,0,77,59
9/15/2017,2.24,0,0,84,62
9/16/2017,1.34,0,0,88,66
9/17/2017,2.24,0,0,89,68
9/18/2017,2.01,0,0,87,68
9/19/2017,2.68,0,0,83,68
9/20/2017,7.83,0,0,79,64
9/21/2017,7.61,0,0,73,59
9/22/2017,6.93,0,0,71,62
9/23/2017,2.91,0,0,80,59
9/24/2017,4.25,0,0,82,60
9/25/2017,6.26,0,0,76,63
9/26/2017,6.04,0,0,72,61
9/27/2017,4.92,0,0,71,56
9/28/2017,3.36,0,0,78,65
9/29/2017,2.68,0.11,0,83,72
9/30/2017,8.28,1.26,0,79,59
10/1/2017,8.72,0.09,0,64,56
10/2/2017,12.53,1.08,0,57,48
10/3/2017,11.41,0.35,0,55,49
10/4/2017,10.74,0,0,63,53
10/5/2017,6.26,0,0,67,52
10/6/2017,1.57,0,0,73,52
10/7/2017,2.91,0,0,73,58
10/8/2017,3.36,0,0,72,59
10/9/2017,4.03,0.89,0,78,61
10/10/2017,2.46,0,0,65,50
10/11/2017,3.8,0,0,69,53
10/12/2017,3.8,0,0,77,56
10/13/2017,3.58,0.01,0,72,61
10/14/2017,3.8,0,0,69,57
10/15/2017,4.03,0,0,64,51
10/16/2017,5.37,0,0,64,53
10/17/2017,5.82,0,0,56,42
10/18/2017,4.92,0,0,50,38
10/19/2017,3.8,0,0,53,35
10/20/2017,6.04,0,0,70,48
10/21/2017,2.24,0,0,76,57
10/22/2017,4.7,0,0,75,58
10/23/2017,6.71,0,0,65,45
10/24/2017,4.03,0,0,57,40
10/25/2017,4.92,0.05,0,68,48
10/26/2017,3.8,0,0,58,46
10/27/2017,4.47,0,0,59,45
10/28/2017,6.71,1.4,0,69,53
10/29/2017,6.49,0.04,0,73,57
10/30/2017,5.82,0,0,61,48
10/31/2017,2.91,0,0,56,42
11/1/2017,4.92,0,0,65,54
11/2/2017,2.01,0,0,63,54
11/3/2017,2.46,0,0,72,48
11/4/2017,2.46,0,0,70,56
11/5/2017,2.01,0.01,0,71,56
11/6/2017,4.7,0,0,74,66
11/7/2017,4.47,0,0,72,53
11/8/2017,3.58,0,0,56,46
11/9/2017,2.01,0,0,59,43
11/10/2017,9.84,0.26,0,57,51
11/11/2017,4.92,0.43,0,58,49
11/12/2017,5.59,0.01,0,61,51
11/13/2017,10.74,0,0,58,46
11/14/2017,7.83,0,0,49,42
11/15/2017,4.7,0,0,58,39
11/16/2017,4.03,0,0,67,51
11/17/2017,6.26,0,0,52,40
11/18/2017,5.14,0,0,58,46
11/19/2017,5.59,1.25,0,64,57
11/20/2017,5.82,0,0,64,46
11/21/2017,6.49,0,0,53,42
11/22/2017,6.26,0.03,0,55,42
11/23/2017,5.82,0,0,44,33
11/24/2017,3.8,0,0,46,32
11/25/2017,2.68,0,0,50,36
11/26/2017,2.91,0,0,60,41
11/27/2017,3.8,0,0,64,51
11/28/2017,3.8,0.02,0,64,45
11/29/2017,3.8,0,0,49,38
11/30/2017,5.59,0,0,47,33
12/1/2017,6.71,0.33,0,51,44
12/2/2017,2.91,0.14,0,57,46
12/3/2017,8.5,0,0,55,44
12/4/2017,4.25,0,0,51,42
12/5/2017,2.24,0,0,51,40
12/6/2017,3.36,0,0,53,39
12/7/2017,3.8,0,0,54,42
12/8/2017,4.47,0,0,49,41
12/9/2017,4.25,0,0,55,40
12/10/2017,4.25,0,0,60,51
12/11/2017,4.7,0,0,61,50
12/12/2017,2.01,0,0,66,55
12/13/2017,3.36,0,0,67,55
12/14/2017,4.7,0.33,0,67,53
12/15/2017,10.51,0.09,0,68,53
12/16/2017,5.37,0.04,0,53,46
12/17/2017,4.92,1.21,0,59,50
12/18/2017,6.71,0,0,57,38
12/19/2017,9.4,0,0,40,35
12/20/2017,6.04,0,0,43,34
12/21/2017,7.16,0,0,56,39
12/22/2017,4.92,0.19,0,62,53
12/23/2017,3.58,1.55,0,64,52
12/24/2017,4.47,0.01,0,72,63
12/25/2017,0.89,0.01,0,66,57
12/26/2017,8.05,0,0,59,47
12/27/2017,5.82,0.12,0,61,46
12/28/2017,8.28,0.03,0,46,34
12/29/2017,6.93,0.45,0,46,34
12/30/2017,4.03,0.19,0,48,38
12/31/2017,5.37,0.03,0,48,42
1/1/2018,7.61,0,0,42,34
