,full_date,tm_event_name,count,20161,20162,20163,20164,20165,20171,20172,20173,20174,20175
980,10/6/2017,ESN1021E,48,48,,,,,,,,,
981,10/5/2017,ESN1021E,23,23,,,,,,,,,
982,10/4/2017,ESN1021E,55,55,,,,,,,,,
983,10/3/2017,ESN1021E,85,85,,,,,,,,,
984,10/2/2017,ESN1021E,33,33,,,,,,,,,
985,10/1/2017,ESN1021E,38,38,,,,,,,,,
986,9/30/2017,ESN1021E,19,19,,,,,,,,,
987,9/29/2017,ESN1021E,33,33,,,,,,,,,
988,9/28/2017,ESN1021E,32,32,,,,,,,,,
989,9/27/2017,ESN1021E,27,27,,,,,,,,,
990,9/26/2017,ESN1021E,32,32,,,,,,,,,
991,9/25/2017,ESN1021E,14,14,,,,,,,,,
992,9/24/2017,ESN1021E,37,37,,,,,,,,,
993,9/23/2017,ESN1021E,29,29,,,,,,,,,
994,9/22/2017,ESN1021E,25,25,,,,,,,,,
995,9/21/2017,ESN1021E,26,8540,,,,,,,,,
996,9/20/2017,ESN1021E,35,,,,,,,,,,
997,9/19/2017,ESN1021E,68,,,,,,,,,,
998,9/18/2017,ESN1021E,40,,,,,,,,,,
999,9/17/2017,ESN1021E,42,,,,,,,,,,
1000,9/16/2017,ESN1021E,37,,,,,,,,,,
1001,9/15/2017,ESN1021E,33,,,,,,,,,,
1002,9/14/2017,ESN1021E,22,,,,,,,,,,
1003,9/13/2017,ESN1021E,72,,,,,,,,,,
1004,9/12/2017,ESN1021E,186,,,,,,,,,,
1005,9/11/2017,ESN1021E,35,,,,,,,,,,
1006,9/10/2017,ESN1021E,18,,,,,,,,,,
1007,9/9/2017,ESN1021E,18,,,,,,,,,,
1008,9/8/2017,ESN1021E,57,,,,,,,,,,
1009,9/7/2017,ESN1021E,63,,,,,,,,,,
1010,9/6/2017,ESN1021E,8,,,,,,,,,,
1011,9/5/2017,ESN1021E,20,,,,,,,,,,
1012,9/1/2017,ESN1021E,9,,,,,,,,,,
1013,8/31/2017,ESN1021E,6,,,,,,,,,,
1014,8/30/2017,ESN1021E,82,,,,,,,,,,
1015,8/29/2017,ESN1021E,19,,,,,,,,,,
1016,8/28/2017,ESN1021E,5,,,,,,,,,,
1017,8/27/2017,ESN1021E,2,,,,,,,,,,
1018,8/25/2017,ESN1021E,16,,,,,,,,,,
1019,8/24/2017,ESN1021E,35,,,,,,,,,,
1020,8/23/2017,ESN1021E,44,,,,,,,,,,
1021,8/22/2017,ESN1021E,8,,,,,,,,,,
1022,8/18/2017,ESN1021E,10,,,,,,,,,,
1023,8/17/2017,ESN1021E,11,,,,,,,,,,
1024,8/16/2017,ESN1021E,7,,,,,,,,,,
1025,8/15/2017,ESN1021E,5,,,,,,,,,,
1026,8/10/2017,ESN1021E,2,,,,,,,,,,
1027,8/9/2017,ESN1021E,6,,,,,,,,,,
1028,8/8/2017,ESN1021E,6,,,,,,,,,,
1029,8/7/2017,ESN1021E,6,,,,,,,,,,
1030,8/4/2017,ESN1021E,1,,,,,,,,,,
1031,8/1/2017,ESN1021E,8,,,,,,,,,,
1032,7/31/2017,ESN1021E,2,,,,,,,,,,
1033,7/30/2017,ESN1021E,3,,,,,,,,,,
1034,7/28/2017,ESN1021E,4,,,,,,,,,,
1035,7/25/2017,ESN1021E,2,,,,,,,,,,
1036,7/24/2017,ESN1021E,12,,,,,,,,,,
1037,7/21/2017,ESN1021E,7,,,,,,,,,,
1038,7/19/2017,ESN1021E,37,,,,,,,,,,
1039,7/18/2017,ESN1021E,4,,,,,,,,,,
1040,7/17/2017,ESN1021E,6,,,,,,,,,,
1041,7/16/2017,ESN1021E,4,,,,,,,,,,
1042,7/14/2017,ESN1021E,9,,,,,,,,,,
1043,7/13/2017,ESN1021E,30,,,,,,,,,,
1044,7/12/2017,ESN1021E,8,,,,,,,,,,
1045,7/11/2017,ESN1021E,2,,,,,,,,,,
1046,7/10/2017,ESN1021E,16,,,,,,,,,,
1047,7/8/2017,ESN1021E,8,,,,,,,,,,
1048,7/7/2017,ESN1021E,6,,,,,,,,,,
1049,7/6/2017,ESN1021E,15,,,,,,,,,,
1050,7/5/2017,ESN1021E,16,,,,,,,,,,
1051,7/3/2017,ESN1021E,2,,,,,,,,,,
1052,6/30/2017,ESN1021E,2,,,,,,,,,,
1053,6/29/2017,ESN1021E,4,,,,,,,,,,
1054,6/28/2017,ESN1021E,4,,,,,,,,,,
1055,6/27/2017,ESN1021E,12,,,,,,,,,,
1056,6/26/2017,ESN1021E,11,,,,,,,,,,
1057,6/24/2017,ESN1021E,2,,,,,,,,,,
1058,6/23/2017,ESN1021E,28,,,,,,,,,,
1059,6/22/2017,ESN1021E,31,,,,,,,,,,
1060,6/21/2017,ESN1021E,64,,,,,,,,,,
1061,6/20/2017,ESN1021E,44,,,,,,,,,,
1062,6/19/2017,ESN1021E,19,,,,,,,,,,
1063,6/18/2017,ESN1021E,2,,,,,,,,,,
1064,6/16/2017,ESN1021E,32,,,,,,,,,,
1065,6/15/2017,ESN1021E,167,,,,,,,,,,
1066,6/14/2017,ESN1021E,314,,,,,,,,,,
1067,6/13/2017,ESN1021E,176,,,,,,,,,,
1068,6/12/2017,ESN1021E,96,,,,,,,,,,
1069,6/9/2017,ESN1021E,2,,,,,,,,,,
1070,6/8/2017,ESN1021E,1,,,,,,,,,,
1071,6/6/2017,ESN1021E,6,,,,,,,,,,
1072,6/5/2017,ESN1021E,2,,,,,,,,,,
1073,6/2/2017,ESN1021E,1,,,,,,,,,,
1074,6/1/2017,ESN1021E,8,,,,,,,,,,
1075,5/25/2017,ESN1021E,2,,,,,,,,,,
1076,5/23/2017,ESN1021E,4,,,,,,,,,,
1077,5/22/2017,ESN1021E,8,,,,,,,,,,
1078,5/19/2017,ESN1021E,18,,,,,,,,,,
1079,5/18/2017,ESN1021E,8,,,,,,,,,,
1080,5/16/2017,ESN1021E,6,,,,,,,,,,
1081,5/15/2017,ESN1021E,9,,,,,,,,,,
1082,5/12/2017,ESN1021E,10,,,,,,,,,,
1083,5/11/2017,ESN1021E,6,,,,,,,,,,
1084,5/10/2017,ESN1021E,22,,,,,,,,,,
1085,5/9/2017,ESN1021E,26,,,,,,,,,,
1086,5/8/2017,ESN1021E,20,,,,,,,,,,
1087,5/7/2017,ESN1021E,6,,,,,,,,,,
1088,5/6/2017,ESN1021E,15,,,,,,,,,,
1089,5/5/2017,ESN1021E,102,,,,,,,,,,
1090,5/4/2017,ESN1021E,20,,,,,,,,,,
1091,5/3/2017,ESN1021E,25,,,,,,,,,,
1092,5/2/2017,ESN1021E,30,,,,,,,,,,
1093,5/1/2017,ESN1021E,25,,,,,,,,,,
1094,4/29/2017,ESN1021E,9,,,,,,,,,,
1095,4/28/2017,ESN1021E,40,,,,,,,,,,
1096,4/27/2017,ESN1021E,76,,,,,,,,,,
1097,4/26/2017,ESN1021E,100,,,,,,,,,,
1098,4/25/2017,ESN1021E,900,,,,,,,,,,
1099,4/24/2017,ESN1021E,904,,,,,,,,,,
1100,4/23/2017,ESN1021E,99,,,,,,,,,,
1101,4/22/2017,ESN1021E,59,,,,,,,,,,
1102,4/21/2017,ESN1021E,298,,,,,,,,,,
1103,4/20/2017,ESN1021E,188,,,,,,,,,,
1104,4/19/2017,ESN1021E,143,,,,,,,,,,
1105,4/18/2017,ESN1021E,278,,,,,,,,,,
1106,4/17/2017,ESN1021E,124,,,,,,,,,,
1107,4/16/2017,ESN1021E,27,,,,,,,,,,
1108,4/15/2017,ESN1021E,10,,,,,,,,,,
1109,4/14/2017,ESN1021E,173,,,,,,,,,,
1110,4/13/2017,ESN1021E,70,,,,,,,,,,
1111,4/12/2017,ESN1021E,152,,,,,,,,,,
1112,4/11/2017,ESN1021E,623,,,,,,,,,,
1113,4/10/2017,ESN1021E,390,,,,,,,,,,
1114,4/9/2017,ESN1021E,73,,,,,,,,,,
1115,4/8/2017,ESN1021E,139,,,,,,,,,,
1116,4/7/2017,ESN1021E,199,,,,,,,,,,
1117,4/6/2017,ESN1021E,170,,,,,,,,,,
1118,4/5/2017,ESN1021E,183,,,,,,,,,,
1119,4/4/2017,ESN1021E,225,,,,,,,,,,
1120,4/3/2017,ESN1021E,154,,,,,,,,,,
1121,4/2/2017,ESN1021E,40,,,,,,,,,,
1122,4/1/2017,ESN1021E,43,,,,,,,,,,
1123,3/31/2017,ESN1021E,127,,,,,,,,,,
1124,3/30/2017,ESN1021E,107,,,,,,,,,,
1125,3/29/2017,ESN1021E,253,,,,,,,,,,
1126,3/28/2017,ESN1021E,463,,,,,,,,,,
1127,10/11/2017,ESN1027E,8,8,,,,,,,,,
1128,10/10/2017,ESN1027E,78,78,,,,,,,,,
1129,10/9/2017,ESN1027E,59,59,,,,,,,,,
1130,10/8/2017,ESN1027E,49,49,,,,,,,,,
1131,10/7/2017,ESN1027E,38,38,,,,,,,,,
1132,10/6/2017,ESN1027E,50,50,,,,,,,,,
1133,10/5/2017,ESN1027E,59,59,,,,,,,,,
1134,10/4/2017,ESN1027E,67,67,,,,,,,,,
1135,10/3/2017,ESN1027E,77,77,,,,,,,,,
1136,10/2/2017,ESN1027E,66,66,,,,,,,,,
1137,10/1/2017,ESN1027E,78,78,,,,,,,,,
1138,9/30/2017,ESN1027E,73,73,,,,,,,,,
1139,9/29/2017,ESN1027E,98,98,,,,,,,,,
1140,9/28/2017,ESN1027E,68,68,,,,,,,,,
1141,9/27/2017,ESN1027E,64,10228,,,,,,,,,
1142,9/26/2017,ESN1027E,115,,,,,,,,,,
1143,9/25/2017,ESN1027E,56,,,,,,,,,,
1144,9/24/2017,ESN1027E,18,,,,,,,,,,
1145,9/23/2017,ESN1027E,30,,,,,,,,,,
1146,9/22/2017,ESN1027E,18,,,,,,,,,,
1147,9/21/2017,ESN1027E,51,,,,,,,,,,
1148,9/20/2017,ESN1027E,45,,,,,,,,,,
1149,9/19/2017,ESN1027E,58,,,,,,,,,,
1150,9/18/2017,ESN1027E,70,,,,,,,,,,
1151,9/17/2017,ESN1027E,71,,,,,,,,,,
1152,9/16/2017,ESN1027E,46,,,,,,,,,,
1153,9/15/2017,ESN1027E,30,,,,,,,,,,
1154,9/14/2017,ESN1027E,63,,,,,,,,,,
1155,9/13/2017,ESN1027E,74,,,,,,,,,,
1156,9/12/2017,ESN1027E,332,,,,,,,,,,
1157,9/11/2017,ESN1027E,89,,,,,,,,,,
1158,9/10/2017,ESN1027E,24,,,,,,,,,,
1159,9/9/2017,ESN1027E,21,,,,,,,,,,
1160,9/8/2017,ESN1027E,61,,,,,,,,,,
1161,9/7/2017,ESN1027E,73,,,,,,,,,,
1162,9/6/2017,ESN1027E,14,,,,,,,,,,
1163,9/5/2017,ESN1027E,19,,,,,,,,,,
1164,9/4/2017,ESN1027E,2,,,,,,,,,,
1165,9/1/2017,ESN1027E,46,,,,,,,,,,
1166,8/31/2017,ESN1027E,13,,,,,,,,,,
1167,8/30/2017,ESN1027E,27,,,,,,,,,,
1168,8/29/2017,ESN1027E,24,,,,,,,,,,
1169,8/28/2017,ESN1027E,8,,,,,,,,,,
1170,8/27/2017,ESN1027E,2,,,,,,,,,,
1171,8/25/2017,ESN1027E,18,,,,,,,,,,
1172,8/24/2017,ESN1027E,46,,,,,,,,,,
1173,8/23/2017,ESN1027E,59,,,,,,,,,,
1174,8/22/2017,ESN1027E,2,,,,,,,,,,
1175,8/18/2017,ESN1027E,10,,,,,,,,,,
1176,8/17/2017,ESN1027E,14,,,,,,,,,,
1177,8/16/2017,ESN1027E,7,,,,,,,,,,
1178,8/15/2017,ESN1027E,1,,,,,,,,,,
1179,8/11/2017,ESN1027E,2,,,,,,,,,,
1180,8/10/2017,ESN1027E,4,,,,,,,,,,
1181,8/8/2017,ESN1027E,12,,,,,,,,,,
1182,8/7/2017,ESN1027E,8,,,,,,,,,,
1183,8/3/2017,ESN1027E,4,,,,,,,,,,
1184,8/1/2017,ESN1027E,4,,,,,,,,,,
1185,7/31/2017,ESN1027E,2,,,,,,,,,,
1186,7/30/2017,ESN1027E,4,,,,,,,,,,
1187,7/28/2017,ESN1027E,6,,,,,,,,,,
1188,7/26/2017,ESN1027E,2,,,,,,,,,,
1189,7/25/2017,ESN1027E,4,,,,,,,,,,
1190,7/24/2017,ESN1027E,12,,,,,,,,,,
1191,7/23/2017,ESN1027E,6,,,,,,,,,,
1192,7/21/2017,ESN1027E,7,,,,,,,,,,
1193,7/19/2017,ESN1027E,33,,,,,,,,,,
1194,7/18/2017,ESN1027E,4,,,,,,,,,,
1195,7/17/2017,ESN1027E,10,,,,,,,,,,
1196,7/14/2017,ESN1027E,11,,,,,,,,,,
1197,7/13/2017,ESN1027E,26,,,,,,,,,,
1198,7/12/2017,ESN1027E,6,,,,,,,,,,
1199,7/11/2017,ESN1027E,5,,,,,,,,,,
1200,7/10/2017,ESN1027E,16,,,,,,,,,,
1201,7/8/2017,ESN1027E,8,,,,,,,,,,
1202,7/7/2017,ESN1027E,8,,,,,,,,,,
1203,7/6/2017,ESN1027E,13,,,,,,,,,,
1204,7/5/2017,ESN1027E,20,,,,,,,,,,
1205,7/3/2017,ESN1027E,2,,,,,,,,,,
1206,6/29/2017,ESN1027E,8,,,,,,,,,,
1207,6/28/2017,ESN1027E,6,,,,,,,,,,
1208,6/27/2017,ESN1027E,14,,,,,,,,,,
1209,6/26/2017,ESN1027E,12,,,,,,,,,,
1210,6/25/2017,ESN1027E,2,,,,,,,,,,
1211,6/24/2017,ESN1027E,2,,,,,,,,,,
1212,6/23/2017,ESN1027E,13,,,,,,,,,,
1213,6/22/2017,ESN1027E,35,,,,,,,,,,
1214,6/21/2017,ESN1027E,75,,,,,,,,,,
1215,6/20/2017,ESN1027E,51,,,,,,,,,,
1216,6/19/2017,ESN1027E,25,,,,,,,,,,
1217,6/18/2017,ESN1027E,2,,,,,,,,,,
1218,6/17/2017,ESN1027E,3,,,,,,,,,,
1219,6/16/2017,ESN1027E,27,,,,,,,,,,
1220,6/15/2017,ESN1027E,196,,,,,,,,,,
1221,6/14/2017,ESN1027E,322,,,,,,,,,,
1222,6/13/2017,ESN1027E,180,,,,,,,,,,
1223,6/12/2017,ESN1027E,96,,,,,,,,,,
1224,6/9/2017,ESN1027E,2,,,,,,,,,,
1225,6/8/2017,ESN1027E,1,,,,,,,,,,
1226,6/6/2017,ESN1027E,6,,,,,,,,,,
1227,6/5/2017,ESN1027E,2,,,,,,,,,,
1228,6/2/2017,ESN1027E,1,,,,,,,,,,
1229,6/1/2017,ESN1027E,8,,,,,,,,,,
1230,5/25/2017,ESN1027E,2,,,,,,,,,,
1231,5/23/2017,ESN1027E,6,,,,,,,,,,
1232,5/22/2017,ESN1027E,8,,,,,,,,,,
1233,5/19/2017,ESN1027E,18,,,,,,,,,,
1234,5/18/2017,ESN1027E,6,,,,,,,,,,
1235,5/16/2017,ESN1027E,6,,,,,,,,,,
1236,5/15/2017,ESN1027E,11,,,,,,,,,,
1237,5/12/2017,ESN1027E,10,,,,,,,,,,
1238,5/11/2017,ESN1027E,6,,,,,,,,,,
1239,5/10/2017,ESN1027E,22,,,,,,,,,,
1240,5/9/2017,ESN1027E,26,,,,,,,,,,
1241,5/8/2017,ESN1027E,24,,,,,,,,,,
1242,5/7/2017,ESN1027E,6,,,,,,,,,,
1243,5/6/2017,ESN1027E,15,,,,,,,,,,
1244,5/5/2017,ESN1027E,104,,,,,,,,,,
1245,5/4/2017,ESN1027E,20,,,,,,,,,,
1246,5/3/2017,ESN1027E,25,,,,,,,,,,
1247,5/2/2017,ESN1027E,30,,,,,,,,,,
1248,5/1/2017,ESN1027E,25,,,,,,,,,,
1249,4/29/2017,ESN1027E,9,,,,,,,,,,
1250,4/28/2017,ESN1027E,42,,,,,,,,,,
1251,4/27/2017,ESN1027E,80,,,,,,,,,,
1252,4/26/2017,ESN1027E,98,,,,,,,,,,
1253,4/25/2017,ESN1027E,896,,,,,,,,,,
1254,4/24/2017,ESN1027E,915,,,,,,,,,,
1255,4/23/2017,ESN1027E,93,,,,,,,,,,
1256,4/22/2017,ESN1027E,59,,,,,,,,,,
1257,4/21/2017,ESN1027E,299,,,,,,,,,,
1258,4/20/2017,ESN1027E,196,,,,,,,,,,
1259,4/19/2017,ESN1027E,143,,,,,,,,,,
1260,4/18/2017,ESN1027E,272,,,,,,,,,,
1261,4/17/2017,ESN1027E,124,,,,,,,,,,
1262,4/16/2017,ESN1027E,27,,,,,,,,,,
1263,4/15/2017,ESN1027E,10,,,,,,,,,,
1264,4/14/2017,ESN1027E,165,,,,,,,,,,
1265,4/13/2017,ESN1027E,70,,,,,,,,,,
1266,4/12/2017,ESN1027E,152,,,,,,,,,,
1267,4/11/2017,ESN1027E,616,,,,,,,,,,
1268,4/10/2017,ESN1027E,396,,,,,,,,,,
1269,4/9/2017,ESN1027E,73,,,,,,,,,,
1270,4/8/2017,ESN1027E,139,,,,,,,,,,
1271,4/7/2017,ESN1027E,195,,,,,,,,,,
1272,4/6/2017,ESN1027E,166,,,,,,,,,,
1273,4/5/2017,ESN1027E,181,,,,,,,,,,
1274,4/4/2017,ESN1027E,225,,,,,,,,,,
1275,4/3/2017,ESN1027E,152,,,,,,,,,,
1276,4/2/2017,ESN1027E,40,,,,,,,,,,
1277,4/1/2017,ESN1027E,43,,,,,,,,,,
1278,3/31/2017,ESN1027E,127,,,,,,,,,,
1279,3/30/2017,ESN1027E,109,,,,,,,,,,
1280,3/29/2017,ESN1027E,247,,,,,,,,,,
1281,3/28/2017,ESN1027E,450,,,,,,,,,,
1282,10/10/2017,ESN1030E,33,33,,,,,,,,,
1283,10/9/2017,ESN1030E,43,43,,,,,,,,,
1284,10/8/2017,ESN1030E,61,61,,,,,,,,,
1285,10/7/2017,ESN1030E,21,21,,,,,,,,,
1286,10/6/2017,ESN1030E,42,42,,,,,,,,,
1287,10/5/2017,ESN1030E,19,19,,,,,,,,,
1288,10/4/2017,ESN1030E,41,41,,,,,,,,,
1289,10/3/2017,ESN1030E,64,64,,,,,,,,,
1290,10/2/2017,ESN1030E,59,59,,,,,,,,,
1291,10/1/2017,ESN1030E,65,65,,,,,,,,,
1292,9/30/2017,ESN1030E,53,9933,,,,,,,,,
1293,9/29/2017,ESN1030E,43,,,,,,,,,,
1294,9/28/2017,ESN1030E,42,,,,,,,,,,
1295,9/27/2017,ESN1030E,40,,,,,,,,,,
1296,9/26/2017,ESN1030E,51,,,,,,,,,,
1297,9/25/2017,ESN1030E,70,,,,,,,,,,
1298,9/24/2017,ESN1030E,37,,,,,,,,,,
1299,9/23/2017,ESN1030E,42,,,,,,,,,,
1300,9/22/2017,ESN1030E,47,,,,,,,,,,
1301,9/21/2017,ESN1030E,24,,,,,,,,,,
1302,9/20/2017,ESN1030E,49,,,,,,,,,,
1303,9/19/2017,ESN1030E,48,,,,,,,,,,
1304,9/18/2017,ESN1030E,88,,,,,,,,,,
1305,9/17/2017,ESN1030E,77,,,,,,,,,,
1306,9/16/2017,ESN1030E,38,,,,,,,,,,
1307,9/15/2017,ESN1030E,55,,,,,,,,,,
1308,9/14/2017,ESN1030E,67,,,,,,,,,,
1309,9/13/2017,ESN1030E,138,,,,,,,,,,
1310,9/12/2017,ESN1030E,166,,,,,,,,,,
1311,9/11/2017,ESN1030E,14,,,,,,,,,,
1312,9/10/2017,ESN1030E,5,,,,,,,,,,
1313,9/9/2017,ESN1030E,6,,,,,,,,,,
1314,9/8/2017,ESN1030E,68,,,,,,,,,,
1315,9/7/2017,ESN1030E,22,,,,,,,,,,
1316,9/6/2017,ESN1030E,8,,,,,,,,,,
1317,9/5/2017,ESN1030E,21,,,,,,,,,,
1318,9/1/2017,ESN1030E,9,,,,,,,,,,
1319,8/31/2017,ESN1030E,6,,,,,,,,,,
1320,8/30/2017,ESN1030E,19,,,,,,,,,,
1321,8/29/2017,ESN1030E,15,,,,,,,,,,
1322,8/27/2017,ESN1030E,2,,,,,,,,,,
1323,8/25/2017,ESN1030E,10,,,,,,,,,,
1324,8/24/2017,ESN1030E,23,,,,,,,,,,
1325,8/23/2017,ESN1030E,38,,,,,,,,,,
1326,8/22/2017,ESN1030E,8,,,,,,,,,,
1327,8/18/2017,ESN1030E,10,,,,,,,,,,
1328,8/17/2017,ESN1030E,11,,,,,,,,,,
1329,8/16/2017,ESN1030E,7,,,,,,,,,,
1330,8/15/2017,ESN1030E,5,,,,,,,,,,
1331,8/10/2017,ESN1030E,2,,,,,,,,,,
1332,8/9/2017,ESN1030E,6,,,,,,,,,,
1333,8/8/2017,ESN1030E,6,,,,,,,,,,
1334,8/7/2017,ESN1030E,6,,,,,,,,,,
1335,8/4/2017,ESN1030E,1,,,,,,,,,,
1336,8/1/2017,ESN1030E,8,,,,,,,,,,
1337,7/31/2017,ESN1030E,2,,,,,,,,,,
1338,7/30/2017,ESN1030E,3,,,,,,,,,,
1339,7/28/2017,ESN1030E,4,,,,,,,,,,
1340,7/25/2017,ESN1030E,2,,,,,,,,,,
1341,7/24/2017,ESN1030E,12,,,,,,,,,,
1342,7/21/2017,ESN1030E,7,,,,,,,,,,
1343,7/19/2017,ESN1030E,37,,,,,,,,,,
1344,7/18/2017,ESN1030E,4,,,,,,,,,,
1345,7/17/2017,ESN1030E,6,,,,,,,,,,
1346,7/16/2017,ESN1030E,4,,,,,,,,,,
1347,7/14/2017,ESN1030E,9,,,,,,,,,,
1348,7/13/2017,ESN1030E,30,,,,,,,,,,
1349,7/12/2017,ESN1030E,8,,,,,,,,,,
1350,7/11/2017,ESN1030E,2,,,,,,,,,,
1351,7/10/2017,ESN1030E,16,,,,,,,,,,
1352,7/8/2017,ESN1030E,8,,,,,,,,,,
1353,7/7/2017,ESN1030E,6,,,,,,,,,,
1354,7/6/2017,ESN1030E,15,,,,,,,,,,
1355,7/5/2017,ESN1030E,16,,,,,,,,,,
1356,7/3/2017,ESN1030E,2,,,,,,,,,,
1357,6/30/2017,ESN1030E,2,,,,,,,,,,
1358,6/29/2017,ESN1030E,4,,,,,,,,,,
1359,6/28/2017,ESN1030E,4,,,,,,,,,,
1360,6/27/2017,ESN1030E,12,,,,,,,,,,
1361,6/26/2017,ESN1030E,11,,,,,,,,,,
1362,6/24/2017,ESN1030E,2,,,,,,,,,,
1363,6/23/2017,ESN1030E,28,,,,,,,,,,
1364,6/22/2017,ESN1030E,31,,,,,,,,,,
1365,6/21/2017,ESN1030E,64,,,,,,,,,,
1366,6/20/2017,ESN1030E,44,,,,,,,,,,
1367,6/19/2017,ESN1030E,19,,,,,,,,,,
1368,6/18/2017,ESN1030E,2,,,,,,,,,,
1369,6/16/2017,ESN1030E,32,,,,,,,,,,
1370,6/15/2017,ESN1030E,167,,,,,,,,,,
1371,6/14/2017,ESN1030E,314,,,,,,,,,,
1372,6/13/2017,ESN1030E,176,,,,,,,,,,
1373,6/12/2017,ESN1030E,96,,,,,,,,,,
1374,6/9/2017,ESN1030E,2,,,,,,,,,,
1375,6/8/2017,ESN1030E,1,,,,,,,,,,
1376,6/6/2017,ESN1030E,6,,,,,,,,,,
1377,6/5/2017,ESN1030E,2,,,,,,,,,,
1378,6/2/2017,ESN1030E,1,,,,,,,,,,
1379,6/1/2017,ESN1030E,8,,,,,,,,,,
1380,5/25/2017,ESN1030E,2,,,,,,,,,,
1381,5/23/2017,ESN1030E,4,,,,,,,,,,
1382,5/22/2017,ESN1030E,8,,,,,,,,,,
1383,5/19/2017,ESN1030E,18,,,,,,,,,,
1384,5/18/2017,ESN1030E,8,,,,,,,,,,
1385,5/16/2017,ESN1030E,6,,,,,,,,,,
1386,5/15/2017,ESN1030E,9,,,,,,,,,,
1387,5/12/2017,ESN1030E,10,,,,,,,,,,
1388,5/11/2017,ESN1030E,6,,,,,,,,,,
1389,5/10/2017,ESN1030E,22,,,,,,,,,,
1390,5/9/2017,ESN1030E,26,,,,,,,,,,
1391,5/8/2017,ESN1030E,20,,,,,,,,,,
1392,5/7/2017,ESN1030E,6,,,,,,,,,,
1393,5/6/2017,ESN1030E,15,,,,,,,,,,
1394,5/5/2017,ESN1030E,102,,,,,,,,,,
1395,5/4/2017,ESN1030E,20,,,,,,,,,,
1396,5/3/2017,ESN1030E,25,,,,,,,,,,
1397,5/2/2017,ESN1030E,30,,,,,,,,,,
1398,5/1/2017,ESN1030E,25,,,,,,,,,,
1399,4/29/2017,ESN1030E,9,,,,,,,,,,
1400,4/28/2017,ESN1030E,40,,,,,,,,,,
1401,4/27/2017,ESN1030E,76,,,,,,,,,,
1402,4/26/2017,ESN1030E,100,,,,,,,,,,
1403,4/25/2017,ESN1030E,900,,,,,,,,,,
1404,4/24/2017,ESN1030E,904,,,,,,,,,,
1405,4/23/2017,ESN1030E,99,,,,,,,,,,
1406,4/22/2017,ESN1030E,59,,,,,,,,,,
1407,4/21/2017,ESN1030E,298,,,,,,,,,,
1408,4/20/2017,ESN1030E,188,,,,,,,,,,
1409,4/19/2017,ESN1030E,143,,,,,,,,,,
1410,4/18/2017,ESN1030E,278,,,,,,,,,,
1411,4/17/2017,ESN1030E,124,,,,,,,,,,
1412,4/16/2017,ESN1030E,27,,,,,,,,,,
1413,4/15/2017,ESN1030E,10,,,,,,,,,,
1414,4/14/2017,ESN1030E,173,,,,,,,,,,
1415,4/13/2017,ESN1030E,70,,,,,,,,,,
1416,4/12/2017,ESN1030E,152,,,,,,,,,,
1417,4/11/2017,ESN1030E,623,,,,,,,,,,
1418,4/10/2017,ESN1030E,390,,,,,,,,,,
1419,4/9/2017,ESN1030E,73,,,,,,,,,,
1420,4/8/2017,ESN1030E,139,,,,,,,,,,
1421,4/7/2017,ESN1030E,199,,,,,,,,,,
1422,4/6/2017,ESN1030E,170,,,,,,,,,,
1423,4/5/2017,ESN1030E,183,,,,,,,,,,
1424,4/4/2017,ESN1030E,225,,,,,,,,,,
1425,4/3/2017,ESN1030E,154,,,,,,,,,,
1426,4/2/2017,ESN1030E,40,,,,,,,,,,
1427,4/1/2017,ESN1030E,43,,,,,,,,,,
1428,3/31/2017,ESN1030E,127,,,,,,,,,,
1429,3/30/2017,ESN1030E,107,,,,,,,,,,
1430,3/29/2017,ESN1030E,253,,,,,,,,,,
1431,3/28/2017,ESN1030E,463,,,,,,,,,,
1432,10/10/2017,ESN1101E,44,44,,,,,,,,,
1433,10/9/2017,ESN1101E,26,26,,,,,,,,,
1434,10/8/2017,ESN1101E,49,49,,,,,,,,,
1435,10/7/2017,ESN1101E,29,29,,,,,,,,,
1436,10/6/2017,ESN1101E,24,24,,,,,,,,,
1437,10/5/2017,ESN1101E,30,30,,,,,,,,,
1438,10/4/2017,ESN1101E,34,34,,,,,,,,,
1439,10/3/2017,ESN1101E,68,68,,,,,,,,,
1440,10/2/2017,ESN1101E,20,20,,,,,,,,,
1441,10/1/2017,ESN1101E,23,9740,,,,,,,,,
1442,9/30/2017,ESN1101E,8,,,,,,,,,,
1443,9/29/2017,ESN1101E,45,,,,,,,,,,
1444,9/28/2017,ESN1101E,26,,,,,,,,,,
1445,9/27/2017,ESN1101E,28,,,,,,,,,,
1446,9/26/2017,ESN1101E,39,,,,,,,,,,
1447,9/25/2017,ESN1101E,32,,,,,,,,,,
1448,9/24/2017,ESN1101E,14,,,,,,,,,,
1449,9/23/2017,ESN1101E,16,,,,,,,,,,
1450,9/22/2017,ESN1101E,27,,,,,,,,,,
1451,9/21/2017,ESN1101E,68,,,,,,,,,,
1452,9/20/2017,ESN1101E,31,,,,,,,,,,
1453,9/19/2017,ESN1101E,57,,,,,,,,,,
1454,9/18/2017,ESN1101E,37,,,,,,,,,,
1455,9/17/2017,ESN1101E,21,,,,,,,,,,
1456,9/16/2017,ESN1101E,22,,,,,,,,,,
1457,9/15/2017,ESN1101E,26,,,,,,,,,,
1458,9/14/2017,ESN1101E,33,,,,,,,,,,
1459,9/13/2017,ESN1101E,67,,,,,,,,,,
